sample_index,path,actual_class,predicted_class,confidence,dataset
799,C:\Users\prans\Downloads\Rice_and_Maize_Dataset\Rice\Insect-pests\07_White_stem_borer\9d7c71d8-fc55-4dc9-97bd-3b4e1c7bf92a.Jpg,07_White_stem_borer,02_Brown_spot,0.3623,Rice_and_Maize_Dataset
803,C:\Users\prans\Downloads\Rice_and_Maize_Dataset\Rice\Insect-pests\08_Yellow_stem_borer\08d12718-fc59-4d78-a4c4-b2c6e6ec93c0.Jpg,08_Yellow_stem_borer,03_False_smut,0.4365,Rice_and_Maize_Dataset
808,C:\Users\prans\Downloads\Rice_and_Maize_Dataset\Rice\Insect-pests\08_Yellow_stem_borer\15_Yellow_stem_borer_008.jpg,08_Yellow_stem_borer,07_White_stem_borer,0.5287,Rice_and_Maize_Dataset
828,C:\Users\prans\Downloads\Rice_and_Maize_Dataset\Rice\Insect-pests\08_Yellow_stem_borer\8ad3247a-65e1-4f31-a48f-c627df75e547.Jpg,08_Yellow_stem_borer,05_Leaf_folder,0.5443,Rice_and_Maize_Dataset
830,C:\Users\prans\Downloads\Rice_and_Maize_Dataset\Rice\Insect-pests\08_Yellow_stem_borer\8b4be98c-c0a1-4d5c-adff-91aa1e469d3a.Jpg,08_Yellow_stem_borer,07_White_stem_borer,0.6693,Rice_and_Maize_Dataset
834,C:\Users\prans\Downloads\Rice_and_Maize_Dataset\Rice\Insect-pests\08_Yellow_stem_borer\8bffed73-c517-4fe0-9d80-51f156493860.Jpg,08_Yellow_stem_borer,05_Leaf_folder,0.3968,Rice_and_Maize_Dataset
837,C:\Users\prans\Downloads\Rice_and_Maize_Dataset\Rice\Insect-pests\08_Yellow_stem_borer\8d8c7bde-7fc7-42e9-96b6-54a9d0455d2e.Jpg,08_Yellow_stem_borer,Rice_Healthy,0.3535,Rice_and_Maize_Dataset
840,C:\Users\prans\Downloads\Rice_and_Maize_Dataset\Rice\Insect-pests\08_Yellow_stem_borer\9a615980-f729-471c-afa8-cb7ac80fb481.Jpg,08_Yellow_stem_borer,Rice_Healthy,0.3161,Rice_and_Maize_Dataset
850,C:\Users\prans\Downloads\Rice_and_Maize_Dataset\Rice\Insect-pests\08_Yellow_stem_borer\9e4c1b03-901a-48e1-be23-4fbd8384d892.Jpg,08_Yellow_stem_borer,06_Rice_skipper,0.5764,Rice_and_Maize_Dataset
853,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf spot/000.jpg,Pepper__bell___Bacterial_spot,Tomato_Leaf_Mold,0.2739,PlantDoc_Dataset
854,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf spot/01.jpg,Pepper__bell___Bacterial_spot,02_Brown_spot,0.4999,PlantDoc_Dataset
855,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf spot/Bacterial-spot-pepper2.jpg,Pepper__bell___Bacterial_spot,Potato___Early_blight,0.7628,PlantDoc_Dataset
856,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf spot/CMVpepperLeafShock-copy-50QUALITY-1ge8umw.jpg,Pepper__bell___Bacterial_spot,Maize_Healthy,0.5501,PlantDoc_Dataset
857,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf spot/H5w92.jpg,Pepper__bell___Bacterial_spot,02_turcicum_leaf_blight,0.4097,PlantDoc_Dataset
860,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf spot/pepper_bacterial-spot_03_zoom.jpg,Pepper__bell___Bacterial_spot,Tomato_Leaf_Mold,0.5162,PlantDoc_Dataset
862,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf/4825902504_5fa80b65b8_z.jpg,Pepper__bell___healthy,Tomato_Late_blight,0.9711,PlantDoc_Dataset
863,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf/GREEN%20BELL%20PLANT%20YELLOW%20LEAF.JPG.jpg,Pepper__bell___healthy,Tomato_Leaf_Mold,0.9433,PlantDoc_Dataset
864,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf/IMG_1629.JPG?1507122477.jpg,Pepper__bell___healthy,Pepper__bell___Bacterial_spot,0.9303,PlantDoc_Dataset
865,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf/RnGnC.jpg,Pepper__bell___healthy,Maize_Healthy,0.6251,PlantDoc_Dataset
866,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf/e33155.jpg,Pepper__bell___healthy,02_turcicum_leaf_blight,0.3914,PlantDoc_Dataset
868,zip://PlantDoc-Dataset-master/test/Bell_pepper leaf/why-are-my-pepper-plants-yellow-yellow-pepper-plants-yellow-leaves-green-veins-pepper-plants-yellow-veins.jpg,Pepper__bell___healthy,Pepper__bell___Bacterial_spot,0.5235,PlantDoc_Dataset
869,zip://PlantDoc-Dataset-master/test/Potato leaf early blight/3023.jpg,Potato___Early_blight,03_curvularia_leaf_spot,0.5,PlantDoc_Dataset
870,zip://PlantDoc-Dataset-master/test/Potato leaf early blight/backus-056-potato-blight.jpg,Potato___Early_blight,Potato___Late_blight,0.8135,PlantDoc_Dataset
872,zip://PlantDoc-Dataset-master/test/Potato leaf early blight/early-blight-or-target-spot-alternaria-solani-lesions-on-a-tomato-AXK6AY.jpg,Potato___Early_blight,Tomato_Late_blight,0.9966,PlantDoc_Dataset
873,zip://PlantDoc-Dataset-master/test/Potato leaf early blight/earlyblightpotato.jpg,Potato___Early_blight,Potato___Late_blight,0.7807,PlantDoc_Dataset
874,zip://PlantDoc-Dataset-master/test/Potato leaf early blight/potato-blight-phytophthora-infestans-close-up-of-upper-surface-of-BMMRXC.jpg,Potato___Early_blight,Potato___Late_blight,0.9295,PlantDoc_Dataset
876,zip://PlantDoc-Dataset-master/test/Potato leaf early blight/potatobd001.jpg,Potato___Early_blight,Pepper__bell___Bacterial_spot,0.2132,PlantDoc_Dataset
877,zip://PlantDoc-Dataset-master/test/Potato leaf late blight/1421_0.jpeg?itok=FMtmgePj.jpg,Potato___Late_blight,Potato___Early_blight,0.9885,PlantDoc_Dataset
878,zip://PlantDoc-Dataset-master/test/Potato leaf late blight/20090710-lateblight.jpg,Potato___Late_blight,Tomato_Late_blight,0.967,PlantDoc_Dataset
879,zip://PlantDoc-Dataset-master/test/Potato leaf late blight/2540_600.jpg,Potato___Late_blight,Tomato_Late_blight,0.4691,PlantDoc_Dataset
880,zip://PlantDoc-Dataset-master/test/Potato leaf late blight/5816740026_d42ef24413_Phytophthora-Infestans.jpg,Potato___Late_blight,Tomato_Late_blight,0.7537,PlantDoc_Dataset
881,zip://PlantDoc-Dataset-master/test/Potato leaf late blight/B2750109-Late_blight_on_a_potato_plant-SPL.jpg,Potato___Late_blight,07_White_stem_borer,0.9219,PlantDoc_Dataset
882,zip://PlantDoc-Dataset-master/test/Potato leaf late blight/LateBlight04.jpg,Potato___Late_blight,Tomato_Late_blight,0.392,PlantDoc_Dataset
883,zip://PlantDoc-Dataset-master/test/Potato leaf late blight/irish-blight-symptoms-on-potato-leaves-atmf8b.jpg,Potato___Late_blight,Tomato_Late_blight,0.9096,PlantDoc_Dataset
885,zip://PlantDoc-Dataset-master/test/Tomato Early blight leaf/039b47d574bc4bb8a14259a1cd96a741.jpg,Tomato_Early_blight,Tomato_Late_blight,0.7342,PlantDoc_Dataset
887,zip://PlantDoc-Dataset-master/test/Tomato Early blight leaf/1234080-Early-Blight.jpg,Tomato_Early_blight,Tomato_Late_blight,0.3199,PlantDoc_Dataset
888,zip://PlantDoc-Dataset-master/test/Tomato Early blight leaf/Shoemaker_7068.JPG.jpg,Tomato_Early_blight,Maize_Healthy,0.3039,PlantDoc_Dataset
889,zip://PlantDoc-Dataset-master/test/Tomato Early blight leaf/bugs-and-blight-061.jpg,Tomato_Early_blight,04_leaf_sheath_blight,0.6341,PlantDoc_Dataset
890,zip://PlantDoc-Dataset-master/test/Tomato Early blight leaf/dscn3175.jpg,Tomato_Early_blight,02_turcicum_leaf_blight,0.3803,PlantDoc_Dataset
891,zip://PlantDoc-Dataset-master/test/Tomato Early blight leaf/early_blight1-150x150.jpg,Tomato_Early_blight,Potato___Early_blight,0.4116,PlantDoc_Dataset
892,zip://PlantDoc-Dataset-master/test/Tomato Early blight leaf/earlyblight21_.jpg,Tomato_Early_blight,Tomato_Late_blight,0.8164,PlantDoc_Dataset
893,zip://PlantDoc-Dataset-master/test/Tomato Early blight leaf/tomato_early-blight_01_zoom.jpg,Tomato_Early_blight,Tomato_Bacterial_spot,0.1631,PlantDoc_Dataset
894,zip://PlantDoc-Dataset-master/test/Tomato Septoria leaf spot/0.jpg,Tomato_Septoria_leaf_spot,Tomato_Late_blight,0.9595,PlantDoc_Dataset
895,zip://PlantDoc-Dataset-master/test/Tomato Septoria leaf spot/2STEM.jpg,Tomato_Septoria_leaf_spot,Tomato_Early_blight,0.5124,PlantDoc_Dataset
898,zip://PlantDoc-Dataset-master/test/Tomato Septoria leaf spot/6134794031202304.jpeg.jpg,Tomato_Septoria_leaf_spot,01_aphid,0.2904,PlantDoc_Dataset
899,zip://PlantDoc-Dataset-master/test/Tomato Septoria leaf spot/636227737977191231-septoria-leaf-spot-VT.jpg,Tomato_Septoria_leaf_spot,03_curvularia_leaf_spot,0.399,PlantDoc_Dataset
900,zip://PlantDoc-Dataset-master/test/Tomato Septoria leaf spot/6447731_orig.jpg,Tomato_Septoria_leaf_spot,Pepper__bell___Bacterial_spot,0.2405,PlantDoc_Dataset
901,zip://PlantDoc-Dataset-master/test/Tomato Septoria leaf spot/7-17-Photo3_Septoria-MARY.jpg,Tomato_Septoria_leaf_spot,Potato___Early_blight,0.7502,PlantDoc_Dataset
902,zip://PlantDoc-Dataset-master/test/Tomato Septoria leaf spot/RARZ4.jpg,Tomato_Septoria_leaf_spot,Maize_Healthy,0.3268,PlantDoc_Dataset
903,zip://PlantDoc-Dataset-master/test/Tomato Septoria leaf spot/early-blight-septoria-ls-fig-3.jpg,Tomato_Septoria_leaf_spot,Tomato_Late_blight,0.3132,PlantDoc_Dataset
904,zip://PlantDoc-Dataset-master/test/Tomato Septoria leaf spot/sept4disease-019.jpg,Tomato_Septoria_leaf_spot,Tomato_Early_blight,0.8136,PlantDoc_Dataset
905,zip://PlantDoc-Dataset-master/test/Tomato leaf bacterial spot/%2320+Bacterial+Spot+and+Speck.jpg,Tomato_Bacterial_spot,Tomato_Late_blight,0.9745,PlantDoc_Dataset
906,zip://PlantDoc-Dataset-master/test/Tomato leaf bacterial spot/07.17.18-Common_Tomato_Diseases_Canker-258x300.jpg,Tomato_Bacterial_spot,Tomato_Late_blight,0.5013,PlantDoc_Dataset
907,zip://PlantDoc-Dataset-master/test/Tomato leaf bacterial spot/Bacterial_spots563.jpg,Tomato_Bacterial_spot,Pepper__bell___Bacterial_spot,0.5872,PlantDoc_Dataset
908,zip://PlantDoc-Dataset-master/test/Tomato leaf bacterial spot/Tom_Bact3.jpg,Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,0.6401,PlantDoc_Dataset
909,zip://PlantDoc-Dataset-master/test/Tomato leaf bacterial spot/Tom_Bact7.jpg,Tomato_Bacterial_spot,Pepper__bell___Bacterial_spot,0.4516,PlantDoc_Dataset
910,zip://PlantDoc-Dataset-master/test/Tomato leaf bacterial spot/Tomato%2BBacterial%2BSpot%2Bon%2BLeaves.jpg,Tomato_Bacterial_spot,Tomato_Early_blight,0.4099,PlantDoc_Dataset
911,zip://PlantDoc-Dataset-master/test/Tomato leaf bacterial spot/bact-spot-fig-1.jpg,Tomato_Bacterial_spot,Maize_Healthy,0.3174,PlantDoc_Dataset
912,zip://PlantDoc-Dataset-master/test/Tomato leaf bacterial spot/tomato_V8.jpg,Tomato_Bacterial_spot,Tomato_Leaf_Mold,0.5013,PlantDoc_Dataset
913,zip://PlantDoc-Dataset-master/test/Tomato leaf bacterial spot/tomato_bacterial-speck_01_zoom.jpg,Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,0.6527,PlantDoc_Dataset
917,zip://PlantDoc-Dataset-master/test/Tomato leaf late blight/70.jpg,Tomato_Late_blight,Potato___Early_blight,0.5299,PlantDoc_Dataset
919,zip://PlantDoc-Dataset-master/test/Tomato leaf late blight/IMG_5808.jpg,Tomato_Late_blight,02_turcicum_leaf_blight,0.531,PlantDoc_Dataset
920,zip://PlantDoc-Dataset-master/test/Tomato leaf late blight/LateBlt09_06.jpg,Tomato_Late_blight,02_turcicum_leaf_blight,0.577,PlantDoc_Dataset
921,zip://PlantDoc-Dataset-master/test/Tomato leaf late blight/dsc_8148cs.jpg,Tomato_Late_blight,Potato___Late_blight,0.2459,PlantDoc_Dataset
922,zip://PlantDoc-Dataset-master/test/Tomato leaf late blight/image.jpg,Tomato_Late_blight,02_fall_armyworm,0.4366,PlantDoc_Dataset
924,zip://PlantDoc-Dataset-master/test/Tomato leaf mosaic virus/9511.img.jpg,Tomato__Tomato_mosaic_virus,02_fall_armyworm,0.2527,PlantDoc_Dataset
925,zip://PlantDoc-Dataset-master/test/Tomato leaf mosaic virus/D%29AlfMov.jpg,Tomato__Tomato_mosaic_virus,Tomato_Leaf_Mold,0.767,PlantDoc_Dataset
926,zip://PlantDoc-Dataset-master/test/Tomato leaf mosaic virus/Tomato-Mosaic-1wdr2jx-300x225.jpg,Tomato__Tomato_mosaic_virus,Tomato_Late_blight,0.3815,PlantDoc_Dataset
927,zip://PlantDoc-Dataset-master/test/Tomato leaf mosaic virus/everystockphoto-21099455-l.jpg,Tomato__Tomato_mosaic_virus,Pepper__bell___Bacterial_spot,0.631,PlantDoc_Dataset
928,zip://PlantDoc-Dataset-master/test/Tomato leaf mosaic virus/ill-tomato-of-tomato-mosaic-virus-DBE17N.jpg,Tomato__Tomato_mosaic_virus,Maize_Healthy,0.7457,PlantDoc_Dataset
929,zip://PlantDoc-Dataset-master/test/Tomato leaf mosaic virus/page_2.jpg,Tomato__Tomato_mosaic_virus,Tomato_Late_blight,0.9906,PlantDoc_Dataset
930,zip://PlantDoc-Dataset-master/test/Tomato leaf mosaic virus/tmv-tomato-34.jpg,Tomato__Tomato_mosaic_virus,Maize_Healthy,0.6715,PlantDoc_Dataset
931,zip://PlantDoc-Dataset-master/test/Tomato leaf mosaic virus/tmv-tomato-9.jpg,Tomato__Tomato_mosaic_virus,Tomato_Late_blight,0.6892,PlantDoc_Dataset
932,zip://PlantDoc-Dataset-master/test/Tomato leaf mosaic virus/toma_TMV.jpg,Tomato__Tomato_mosaic_virus,Tomato_Late_blight,0.861,PlantDoc_Dataset
933,zip://PlantDoc-Dataset-master/test/Tomato leaf mosaic virus/tomato_virus_04_zoom.jpg,Tomato__Tomato_mosaic_virus,01_maydis_leaf_blight,0.3775,PlantDoc_Dataset
935,zip://PlantDoc-Dataset-master/test/Tomato leaf yellow virus/17fc47.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,Maize_Healthy,0.2569,PlantDoc_Dataset
936,zip://PlantDoc-Dataset-master/test/Tomato leaf yellow virus/8226402877_9abf151b5b_b.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,01_maydis_leaf_blight,0.4232,PlantDoc_Dataset
937,zip://PlantDoc-Dataset-master/test/Tomato leaf yellow virus/fwa2013313115151.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,01_maydis_leaf_blight,0.408,PlantDoc_Dataset
938,zip://PlantDoc-Dataset-master/test/Tomato leaf yellow virus/glyphosate.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,Pepper__bell___Bacterial_spot,0.3695,PlantDoc_Dataset
939,zip://PlantDoc-Dataset-master/test/Tomato leaf yellow virus/tylcv-seminar-1-638.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,02_Brown_spot,0.5465,PlantDoc_Dataset
940,zip://PlantDoc-Dataset-master/test/Tomato leaf/1684.jpg,Tomato_healthy,Tomato_Septoria_leaf_spot,0.8702,PlantDoc_Dataset
941,zip://PlantDoc-Dataset-master/test/Tomato leaf/2013-08-20-06.jpg,Tomato_healthy,Tomato_Bacterial_spot,0.8297,PlantDoc_Dataset
942,zip://PlantDoc-Dataset-master/test/Tomato leaf/90e2c0.jpg,Tomato_healthy,Tomato__Tomato_mosaic_virus,0.2583,PlantDoc_Dataset
943,zip://PlantDoc-Dataset-master/test/Tomato leaf/DSCN1015.JPG.jpg,Tomato_healthy,Tomato_Late_blight,0.4299,PlantDoc_Dataset
944,zip://PlantDoc-Dataset-master/test/Tomato leaf/IMG_1246.jpg,Tomato_healthy,Maize_Healthy,0.8499,PlantDoc_Dataset
945,zip://PlantDoc-Dataset-master/test/Tomato leaf/Tomato59.JPG.jpg,Tomato_healthy,Maize_Healthy,0.8348,PlantDoc_Dataset
946,zip://PlantDoc-Dataset-master/test/Tomato leaf/Tomato_leaf.jpg,Tomato_healthy,01_aphid,0.2956,PlantDoc_Dataset
947,zip://PlantDoc-Dataset-master/test/Tomato leaf/main-qimg-d9c2a93f60568485c989670d9bbf703b.jpg,Tomato_healthy,07_White_stem_borer,0.7502,PlantDoc_Dataset
948,zip://PlantDoc-Dataset-master/test/Tomato mold leaf/49%20Leafmold%20Bottom.jpg,Tomato_Leaf_Mold,Tomato__Target_Spot,0.4244,PlantDoc_Dataset
949,zip://PlantDoc-Dataset-master/test/Tomato mold leaf/50%20Leafmold%20Top.jpg,Tomato_Leaf_Mold,Tomato_Late_blight,0.37,PlantDoc_Dataset
950,zip://PlantDoc-Dataset-master/test/Tomato mold leaf/BIGSD.jpg,Tomato_Leaf_Mold,05_Leaf_folder,0.2825,PlantDoc_Dataset
951,zip://PlantDoc-Dataset-master/test/Tomato mold leaf/black_leaf_mold_in_zina_tina.jpg,Tomato_Leaf_Mold,01_maydis_leaf_blight,0.3919,PlantDoc_Dataset
952,zip://PlantDoc-Dataset-master/test/Tomato mold leaf/dscn6689.jpg,Tomato_Leaf_Mold,Maize_Healthy,0.5888,PlantDoc_Dataset
953,zip://PlantDoc-Dataset-master/test/Tomato mold leaf/fungus-univ-of-minnesoeta.jpg,Tomato_Leaf_Mold,03_FAW_symptoms,0.6944,PlantDoc_Dataset
954,zip://PlantDoc-Dataset-master/train/Tomato two spotted spider mites leaf/SpotSpeckBlightMite-1l4v879.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,07_White_stem_borer,0.6542,PlantDoc_Dataset
955,zip://PlantDoc-Dataset-master/train/Tomato two spotted spider mites leaf/comparing-diseases-4-canker-tomato-1y51ejs.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,Pepper__bell___Bacterial_spot,0.6353,PlantDoc_Dataset
